mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	4/4	2	1	A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1.0	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
1	1	2	1.0	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
1	1	3	1.0	3/4	3/4	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
2	2	4	1.0	0	0	4/4	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
2	2	5	3.0	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
3	3	8	1.0	0	0	4/4	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	9	2.0	1/4	1/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	11	0.75	3/4	3/4	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
3	3	47/4	0.25	15/16	15/16	4/4	2	1	ii65/V		A	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
4	4	12	1.0	0	0	4/4	2	1	V(64)/V		A	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
4	4	13	1.0	1/4	1/4	4/4	2	1	V/V		A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	4	14	2.0	1/2	1/2	4/4	2	1	I/V|PAC}	V|HC}	A	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
5	5	16	1.0	0	0	4/4	2	1	I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	17	1.0	1/4	1/4	4/4	2	1	V43		A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	18	1.0	1/2	1/2	4/4	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	19	1.0	3/4	3/4	4/4	2	1	V2		A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	20	1.0	0	0	4/4	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	21	1.0	1/4	1/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	22	2.0	1/2	1/2	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
7	7	24	1.0	0	0	4/4	2	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	25	1.0	1/4	1/4	4/4	2	1	iii		A	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	26	1.0	1/2	1/2	4/4	2	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	27	1.0	3/4	3/4	4/4	2	1	ii7(9)		A	I		ii7(9)	ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
8	8	28	1.0	0	0	4/4	2	1	V(64)		A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	29	1.0	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
